id,wea_conditions,wea_temp,wea_dptemp,wea_humidity,wea_windspeed,wea_winddir,wea_visibility,wea_pressure,wea_precipitation,wea_fog,wea_rain,wea_snow
4170,Clear,16.7,10,65,7.4,0,14.5,30.2,,No,No,No
1325,Clear,11.7,-3.3,35,11.1,0,16.1,29.8,,No,No,No
561,Overcast,11.1,9.4,89,5.6,70,9.7,29.9,,No,No,No
3299,Overcast,11.1,9.4,89,7.4,110,11.3,29.9,,No,No,No
1628,Clear,28.3,8.3,28,5.6,0,12.9,30,,No,No,No
6611,Partly_Cloudy,13.3,7.8,69,9.3,0,16.1,30.1,,No,No,No
1239,Mostly_Cloudy,8.3,-3.9,42,22.2,310,16.1,30,,No,No,No
1855,Clear,1.1,-9.4,46,16.7,20,16.1,30.1,,No,No,No
3467,Overcast,10,6.1,77,16.7,70,16.1,29.8,,No,No,No
5230,Clear,17.2,11.1,67,0,0,16.1,29.9,,No,No,No
7214,Clear,15.6,2.2,41,9.3,90,16.1,30.2,,No,No,No
6248,Clear,8.3,1.1,61,,0,16.1,30.3,,No,No,No
6347,Clear,17.2,3.9,41,11.1,0,16.1,30.2,,No,No,No
101,Overcast,2.2,0,86,20.4,10,16.1,29.9,0,No,No,No
7830,Scattered_Clouds,11.7,7.8,77,0,0,11.3,29.6,,No,No,No
3254,Clear,-2.2,-16.1,34,11.1,30,16.1,30.5,,No,No,No
2431,Light_Freezing_Rain,0.6,-1.1,89,13,90,4.8,30.2,0.8,No,Y,No
100,Clear,31.1,17.8,45,11.1,170,11.3,30.1,,No,No,No
3866,Overcast,0,-4.4,73,14.8,10,16.1,30,,No,No,No
4073,Clear,26.1,13.3,45,7.4,0,16.1,30.1,,No,No,No
3311,Clear,5.6,-10.6,31,0,0,16.1,30.4,,No,No,No
4818,Overcast,16.1,14.4,90,0,0,8,29.9,0.5,No,No,No
8081,Partly_Cloudy,8.9,0.6,56,16.7,300,16.1,30,,No,No,No
3163,Overcast,15.6,13.3,86,,0,16.1,29.3,0.3,No,No,No
2113,Overcast,19.4,12.2,63,5.6,180,14.5,29.7,,No,No,No
610,Light_Rain,11.1,9.4,89,11.1,180,3.2,29.4,0.3,No,Y,No
6318,Clear,-2.2,-19.4,26,0,0,16.1,30.6,,No,No,No
2838,Unknown,13.3,5.6,60,5.6,50,16.1,29.9,,No,No,No
3120,Clear,12.2,-5,30,7.4,0,16.1,30.3,,No,No,No
6281,Clear,12.2,6.1,66,9.3,250,16.1,29.9,,No,No,No
3896,Overcast,20,10.6,55,0,0,16.1,29.9,,No,No,No
5166,Clear,0,-17.2,27,16.7,320,16.1,30,,No,No,No
6519,Clear,3.3,-16.1,23,5.6,240,16.1,30.4,,No,No,No
6873,Haze,12.8,8.9,77,0,0,9.7,29.9,,No,No,No
7721,Overcast,12.2,6.1,66,14.8,60,16.1,29.7,,No,No,No
6726,Light_Rain,13.9,12.8,93,9.3,0,6.4,29.4,1,No,Y,No
7832,Clear,25,12.8,47,13,360,16.1,30.1,,No,No,No
5320,Light_Snow,2.2,-4.4,62,7.4,0,3.2,30,0,No,No,Y
6266,Light_Rain,4.4,2.2,86,14.8,70,8,29.9,3,No,Y,No
1641,Snow,-3.3,-6.1,81,7.4,0,0.8,30.4,0.8,No,No,Y
2395,Clear,-1.1,-11.1,47,9.3,270,16.1,30.1,,No,No,No
1246,Overcast,16.7,13.3,80,0,0,11.3,30.1,,No,No,No
3799,Light_Rain,5.6,2.8,82,29.6,70,4.8,30.1,1,No,Y,No
3255,Clear,16.7,2.8,39,18.5,30,16.1,29.9,,No,No,No
1344,Clear,5.6,-8.9,35,0,0,16.1,30.3,,No,No,No
4306,Partly_Cloudy,-7.8,-16.7,50,16.7,360,16.1,30.3,,No,No,No
8146,Scattered_Clouds,8.9,3.3,68,16.7,290,16.1,29.5,,No,No,No
5730,Light_Snow,-2,-4,86,9.3,0,1.2,30.3,1,No,No,Y
5184,Clear,2.8,-6.1,52,11.1,0,16.1,30.3,,No,No,No
7603,Clear,-3.9,-15.6,41,7.4,0,16.1,30.3,,No,No,No
8193,Overcast,23.9,17.2,66,0,0,12.9,30.2,,No,No,No
1003,Clear,13.9,-3.9,29,13,240,16.1,29.8,,No,No,No
6074,Clear,16.1,0,34,7.4,0,16.1,30.1,,No,No,No
6033,Clear,16.1,1.1,36,11.1,220,16.1,29.8,,No,No,No
6137,Clear,8.9,2.8,66,0,0,16.1,29.8,,No,No,No
2403,Unknown,13,9,77,,0,,,,No,No,No
875,Haze,7.8,5,83,13,80,9.7,29.9,,No,No,No
6601,Light_Snow,1.1,-1.7,82,13,40,2.8,29.9,0.3,No,No,Y
7014,Clear,9.4,0,52,13,160,16.1,30.2,,No,No,No
1883,Unknown,9,-3,43,,0,,,,No,No,No
1158,Overcast,11.1,10,93,13,90,6.4,29.9,0.3,No,No,No
3181,Clear,1.7,-8.3,48,9.3,270,16.1,30.2,,No,No,No
4828,Partly_Cloudy,12.2,1.7,49,0,0,16.1,30.3,,No,No,No
6787,Clear,24.4,12.2,46,7.4,0,16.1,29.8,,No,No,No
7647,Clear,13.9,-2.8,32,9.3,0,16.1,30.2,,No,No,No
5878,Clear,13.9,10,77,0,0,16.1,29.9,,No,No,No
1732,Clear,3.9,-9.4,38,20.4,250,16.1,30,,No,No,No
2136,Haze,20.6,16.1,75,0,0,9.7,30,,No,No,No
5532,Clear,6.7,-2.2,53,,0,16.1,30.4,,No,No,No
3555,Mostly_Cloudy,22.2,17.2,73,9.3,160,16.1,30.1,,No,No,No
3913,Clear,29.4,10,30,7.4,0,12.9,30,,No,No,No
3483,Clear,7.2,-0.6,58,5.6,0,16.1,30,,No,No,No
1788,Clear,4.4,-3.9,55,7.4,290,16.1,30.3,,No,No,No
8219,Clear,23.3,15,59,,0,14.5,30.1,,No,No,No
1926,Light_Rain,13.3,11.7,90,5.6,0,8,30,0.3,No,Y,No
1331,Clear,5.6,-3.3,53,9.3,0,16.1,30.1,,No,No,No
7527,Clear,-3.3,-15,41,7.4,0,16.1,30.2,,No,No,No
7096,Overcast,10.6,5,68,14.8,310,16.1,30,,No,No,No
1767,Overcast,22.8,13.9,57,11.1,0,16.1,30,,No,No,No
782,Clear,12.8,5,59,14.8,170,16.1,29.9,,No,No,No
5936,Overcast,15.6,6.1,53,0,0,16.1,30.1,,No,No,No
7978,Overcast,24.4,15.6,58,0,0,14.5,30.2,,No,No,No
3293,Unknown,19,-4,21,,0,,,,No,No,No
5248,Clear,13.3,5,57,5.6,270,16.1,30.1,,No,No,No
7008,Clear,1.7,-10,42,0,0,16.1,30.1,,No,No,No
1562,Overcast,6.1,1.1,71,9.3,110,16.1,30.4,,No,No,No
961,Clear,6.1,-3.3,51,,0,16.1,30.3,,No,No,No
7563,Clear,21.7,11.1,51,9.3,0,16.1,30.2,,No,No,No
2158,Clear,4.4,-4.4,53,7.4,0,16.1,30.4,,No,No,No
52,Overcast,8.9,7.2,89,0,0,4,30,,No,No,No
1086,Clear,16.7,-4.4,23,0,0,16.1,30.4,,No,No,No
5223,Clear,5,-2.2,60,11.1,0,16.1,29.9,,No,No,No
7047,Heavy_Rain,18.9,17.8,93,7.4,0,0.8,29.6,10.4,Y,Y,No
6393,Clear,24.4,12.8,48,7.4,70,16.1,30.2,,No,No,No
2907,Light_Rain,11.1,9.4,89,0,0,6.4,29.4,0.8,No,Y,No
2966,Overcast,25.6,20,71,9.3,300,16.1,29.8,,No,No,No
2892,Clear,-2.2,-16.7,33,18.5,40,16.1,30.5,,No,No,No
8292,Clear,11.1,-7.2,27,11.1,350,16.1,30.1,,No,No,No
5786,Clear,12.2,6.7,69,11.1,0,16.1,30.4,,No,No,No
2594,Clear,27.2,11.1,36,5.6,0,16.1,29.9,,No,No,No
27,Clear,18.3,8.9,54,7.4,290,16.1,30,,No,No,No
5208,Light_Snow,1.1,-1.7,82,7.4,0,2,30,0.5,No,No,Y
5588,Overcast,17.8,10.6,63,13,60,16.1,30.3,,No,No,No
7751,Overcast,24.4,21.1,82,11.1,250,12.9,29.8,,No,No,No
2107,Clear,12.2,-2.2,37,13,180,16.1,30.3,,No,No,No
6034,Partly_Cloudy,2.2,-3.9,64,14.8,160,16.1,30.3,,No,No,No
3106,Light_Rain,12.2,10,86,13,180,2.8,30,1,No,Y,No
7606,Overcast,12.8,7.2,69,0,0,16.1,30.1,,No,No,No
6666,Light_Rain,8.3,4.4,77,7.4,0,16.1,30.1,0.3,No,Y,No
7570,Clear,16.1,-0.6,32,9.3,160,16.1,30.3,,No,No,No
7673,Light_Rain,5.6,1.7,76,11.1,0,9.7,30,0.5,No,Y,No
7286,Overcast,5,2.8,86,11.1,230,12.9,30,,No,No,No
1169,Snow,-3.3,-6.1,81,7.4,0,0.8,30.4,0.8,No,No,Y
5167,Clear,-3.3,-15,41,20.4,300,16.1,30.2,,No,No,No
5608,Overcast,10,5.6,74,9.3,0,16.1,29.8,,No,No,No
7351,Partly_Cloudy,14.4,5.6,56,0,0,16.1,30.1,,No,No,No
2420,Clear,28.3,6.7,25,11.1,0,12.9,30,,No,No,No
1323,Clear,10.6,-8.9,25,11.1,0,16.1,30.1,,No,No,No
7259,Clear,18.3,-3.3,23,16.7,250,16.1,30.1,,No,No,No
7113,Clear,11.7,-4.4,32,13,250,16.1,29.9,,No,No,No
1130,Clear,1.7,-8.3,48,7.4,260,16.1,30.1,,No,No,No
3848,Mostly_Cloudy,6.1,-6.1,42,18.5,180,16.1,30.1,,No,No,No
5974,Clear,-2.2,-16.7,33,18.5,40,16.1,30.5,,No,No,No
2414,Overcast,17.8,6.7,48,7.4,210,16.1,29.9,,No,No,No
546,Rain,5.6,3.9,89,20.4,70,4,29.5,1.5,No,Y,No
236,Clear,6.7,-1.7,55,16.7,180,16.1,30.1,,No,No,No
2438,Scattered_Clouds,-9.4,-25,28,22.2,310,16.1,30.1,,No,No,No
1227,Clear,7.2,0.6,63,5.6,290,16.1,30.4,,No,No,No
741,Clear,-6.1,-15,50,0,0,16.1,30.2,,No,No,No
2453,Overcast,9.4,6.7,83,18.5,60,11.3,29.7,,No,No,No
4604,Light_Snow,-0.6,-3.3,82,7.4,10,1.6,30.1,0.3,No,No,Y
986,Overcast,2,-1,81,20.4,70,4.8,30.2,1,No,No,No
7802,Partly_Cloudy,26,9,34,0,0,16.1,30,,No,No,No
1402,Light_Rain,5.6,3.9,89,18.5,70,2,29.8,0.8,No,Y,No
4102,Rain,21.1,20,93,0,0,4.8,30,1.8,No,Y,No
5331,Light_Snow,1.1,-2.8,75,11.1,0,3.2,30,0,No,No,Y
8167,Clear,-2.8,-10.6,56,0,0,16.1,30.1,,No,No,No
5684,Overcast,22.2,17.2,73,9.3,0,14.5,30.1,,No,No,No
3766,Clear,6.1,-11.7,27,22.2,60,16.1,30.1,,No,No,No
2085,Light_Rain,5.6,3.9,89,18.5,90,4.8,29.8,0.5,No,Y,No
5314,Clear,12.8,-1.7,37,11.1,0,16.1,30,,No,No,No
4180,Haze,15,9.4,69,0,0,9.7,29.9,,No,No,No
2301,Heavy_Rain,20.6,19.4,93,5.6,150,2,29.9,6.1,No,Y,No
2591,Clear,13.9,-4.4,28,5.6,160,16.1,30.4,,No,No,No
3713,Mostly_Cloudy,4.4,-6.1,47,7.4,0,16.1,29.7,,No,No,No
7887,Clear,6.7,-8.9,32,18.5,310,16.1,30.1,,No,No,No
714,Clear,-3.9,-13.9,46,5.6,360,16.1,30.5,,No,No,No
4413,Haze,23.9,14.4,55,13,70,9.7,30.1,,No,No,No
1394,Clear,5,-3.9,53,9.3,0,16.1,30,,No,No,No
5356,Unknown,13.5,12.9,96,,0,,,,No,No,No
909,Clear,-7.8,-23.9,27,27.8,310,16.1,30.1,,No,No,No
8244,Clear,7.2,-6.1,39,,0,16.1,30,,No,No,No
7209,Clear,25,12.2,45,0,0,16.1,30.1,,No,No,No
511,Clear,27.2,-3.3,13,9.3,0,16.1,30.1,,No,No,No
762,Clear,24.4,13.3,50,7.4,0,16.1,30.1,,No,No,No
6477,Overcast,22.2,17.2,73,9.3,0,14.5,30.1,,No,No,No
4064,Partly_Cloudy,18.9,12.8,68,0,0,16.1,30.1,,No,No,No
1503,Clear,26.1,11.1,39,9.3,0,16.1,30.2,,No,No,No
6060,Clear,3.3,-13.3,29,14.8,40,16.1,30.1,,No,No,No
2520,Overcast,7.2,5,86,13,10,12.9,29.8,,No,No,No
6771,Heavy_Rain,21.7,20.6,93,5.6,0,1.2,29.8,3.8,No,Y,No
4430,Clear,0,-16.7,28,13,310,16.1,30,,No,No,No
3961,Mostly_Cloudy,10,-2.2,43,11.1,0,16.1,29.9,,No,No,No
5889,Overcast,11.1,9.4,89,5.6,0,12.9,29.8,,No,No,No
8457,Light_Rain,11.7,8.9,83,16.7,180,8,30,0,No,Y,No
3099,Overcast,27.2,17.8,56,0,0,12.9,30.1,,No,No,No
2771,Scattered_Clouds,26.1,21.7,77,,0,11.3,29.8,,No,No,No
7574,Overcast,11.7,8.9,83,13,110,12.9,29.8,,No,No,No
507,Haze,23.3,17.8,71,9.3,250,8,30,,No,No,No
6732,Clear,16.1,-1.7,30,9.3,60,16.1,30.1,,No,No,No
4999,Overcast,8.9,5,77,18.5,60,16.1,29.7,,No,No,No
340,Clear,12.2,0.6,45,,0,16.1,29.8,,No,No,No
7813,Overcast,16.1,13.9,87,7.4,0,9.7,30,,No,No,No
1121,Clear,0,-15.6,31,9.3,250,16.1,30.2,,No,No,No
3955,Clear,18.9,-1.7,25,7.4,180,16.1,30.3,,No,No,No
531,Overcast,-5,-12.2,58,5.6,0,14.5,30.5,,No,No,No
2965,Overcast,5,-0.6,67,14.8,170,16.1,30.1,,No,No,No
4384,Clear,11.1,-7.2,27,11.1,350,16.1,30.1,,No,No,No
5571,Partly_Cloudy,2.8,-5,57,14.8,280,16.1,29.9,,No,No,No
2663,Clear,12.2,7.8,75,,0,16.1,30.3,,No,No,No
6348,Clear,4.4,-11.7,31,20.4,310,16.1,29.7,,No,No,No
7533,Overcast,4,3,93,16.7,80,12.9,29.9,1,No,No,No
8266,Clear,15.6,-7.2,20,,0,16.1,30.4,,No,No,No
53,Clear,23.9,16.1,62,,0,16.1,29.9,,No,No,No
7119,Light_Freezing_Rain,0.6,-1.1,89,13,90,4.8,30.2,0.8,No,Y,No
4629,Overcast,6.7,-1.7,55,,0,16.1,29.9,,No,No,No
5734,Clear,31.7,17.8,43,5.6,0,14.5,29.9,,No,No,No
292,Clear,15,7.2,60,0,0,16.1,30.1,,No,No,No
4326,Overcast,11.1,9.4,89,16.7,70,12.9,29.8,,No,No,No
636,Mostly_Cloudy,10,6.7,80,,0,16.1,29.4,,No,No,No
6279,Clear,26,9,34,0,0,16.1,30,,No,No,No
7023,Overcast,5,-0.6,67,14.8,170,16.1,30.1,,No,No,No
5851,Clear,0.6,-11.7,40,14.8,280,16.1,30.2,,No,No,No
6725,Clear,25,12.2,45,5.6,0,16.1,29.8,,No,No,No
2766,Clear,24.4,12.8,48,7.4,70,16.1,30.2,,No,No,No
2539,Clear,0.6,-13.9,34,0,0,16.1,30.4,,No,No,No
4771,Clear,8.3,1.1,61,9.3,0,16.1,30.2,,No,No,No
5892,Clear,9.4,-1.7,46,14.8,290,16.1,29.9,,No,No,No
2212,Clear,5.6,-8.9,35,0,0,16.1,30.3,,No,No,No
6821,Scattered_Clouds,13.9,8.3,69,9.3,0,11.3,29.7,,No,No,No
2469,Rain,0.6,-0.6,92,11.1,60,2.8,30.1,0.8,No,Y,No
2730,Overcast,19.4,12.8,66,0,0,14.5,29.7,,No,No,No
6302,Clear,13.9,-4.4,28,5.6,160,16.1,30.4,,No,No,No
4344,Clear,30.6,19.4,51,9.3,0,14.5,29.8,,No,No,No
1925,Clear,17.8,3.9,40,9.3,0,16.1,30.2,,No,No,No
7413,Clear,25.6,17.2,60,0,0,11.3,30,,No,No,No
3418,Overcast,10.6,8.9,89,13,80,12.9,29.8,,No,No,No
1860,Light_Rain,6.1,4.4,89,9.3,0,4,29.8,1.3,No,Y,No
7388,Clear,15.6,0.6,36,5.6,30,16.1,30,,No,No,No
2178,Light_Rain,12.2,10,86,13,180,2.8,30,1,No,Y,No
2150,Overcast,16.7,14.4,86,0,0,14.5,30,,No,No,No
486,Scattered_Clouds,20.6,16.1,75,14.8,60,16.1,30.2,,No,No,No
3169,Overcast,3.9,-1.1,70,,0,16.1,30.2,,No,No,No
370,Overcast,-0.6,-4.4,76,0,0,16.1,29.7,,No,No,No
3620,Haze,19.4,12.8,66,5.6,0,9.7,29.9,,No,No,No
8386,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
8128,Clear,6.1,-3.3,51,7.4,0,16.1,30.1,,No,No,No
3945,Clear,16.1,3.3,42,5.6,290,16.1,30.2,,No,No,No
342,Clear,22,12,53,13,270,16.1,30.1,,No,No,No
2824,Overcast,3.9,-13.9,27,5.6,0,16.1,30.1,,No,No,No
2674,Overcast,6.1,3.3,82,,0,12.9,30,,No,No,No
2875,Unknown,17,1,34,,0,,,,No,No,No
1646,Overcast,10.6,7.2,80,0,0,16.1,29.6,0.3,No,No,No
5736,Overcast,23.9,17.8,69,0,0,11.3,29.9,,No,No,No
8252,Clear,18.9,17.2,90,5.6,0,12.9,29.7,,No,No,No
3775,Overcast,-0.6,-5,72,9.3,0,16.1,30.1,,No,No,No
4976,Overcast,18.3,11.7,65,11.1,70,16.1,30.3,,No,No,No
4773,Rain,11.1,8.9,86,14.8,70,4.8,29.8,1.5,No,Y,No
6904,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
4614,Haze,20.6,17.8,84,5.6,270,6.4,30,,No,No,No
1111,Overcast,12.8,11.7,93,13,180,9.7,29.6,2.5,No,No,No
2820,Clear,1.7,-12.8,34,,0,16.1,29.9,,No,No,No
595,Unknown,18,4,40,,0,,,,No,No,No
4303,Clear,22.2,8.3,41,7.4,30,14.5,30.3,,No,No,No
848,Clear,2.2,-6.7,52,0,0,16.1,30.3,,No,No,No
7875,Clear,16.1,7.2,56,0,0,16.1,30.3,,No,No,No
4940,Overcast,11.7,-3.9,34,9.3,0,16.1,29.8,,No,No,No
4754,Clear,11.7,-5,31,11.1,60,16.1,30.5,,No,No,No
489,Unknown,17.5,17,97,,0,,,,No,No,No
5521,Clear,10.6,-3.9,36,13,70,16.1,30.4,,No,No,No
6441,Overcast,-1.7,-10.6,51,11.1,0,16.1,30,,No,No,No
5726,Partly_Cloudy,-6.7,-21.1,32,25.9,290,16.1,30,,No,No,No
3935,Unknown,15,-4,27,,0,,,,No,No,No
7003,Clear,23.9,10.6,43,11.1,40,16.1,30.1,,No,No,No
3061,Clear,3.3,-14.4,27,13,230,16.1,30.4,,No,No,No
8220,Clear,11.7,-3.9,34,11.1,260,16.1,29.9,,No,No,No
3210,Overcast,11.1,1.7,53,11.1,0,16.1,30.1,,No,No,No
751,Clear,6.7,-6.7,38,,0,16.1,29.8,,No,No,No
257,Mostly_Cloudy,22.8,15.6,64,14.8,70,14.5,30.1,,No,No,No
2797,Clear,10,-3.3,39,7.4,0,16.1,30.2,,No,No,No
8456,Clear,-2.2,-16.7,33,,0,16.1,30.1,,No,No,No
5014,Haze,20.6,16.1,75,0,0,9.7,30,,No,No,No
7663,Clear,25,13.3,48,5.6,0,14.5,29.8,,No,No,No
49,Clear,12.8,1.1,45,13,200,16.1,30,,No,No,No
7828,Clear,-15,-25.6,41,11.1,0,16.1,30.3,,No,No,No
7808,Partly_Cloudy,7.2,-12.8,23,9.3,0,16.1,30.1,,No,No,No
880,Clear,25,-1.1,18,11.1,180,16.1,30.1,,No,No,No
4824,Snow,-3.9,-7.8,75,13,60,0.8,30.4,0,No,No,Y
2865,Clear,26.1,12.2,42,,0,16.1,29.8,,No,No,No
6852,Overcast,7.8,-0.6,56,7.4,0,16.1,29.7,,No,No,No
3834,Clear,8.3,1.7,63,7.4,60,16.1,30.4,,No,No,No
455,Clear,-1.1,-11.7,45,5.6,0,16.1,30.2,,No,No,No
3240,Overcast,-1.7,-10.6,51,11.1,0,16.1,30,,No,No,No
3497,Clear,17.2,11.1,67,0,0,16.1,29.9,,No,No,No
3737,Overcast,17,14,82,,0,16.1,30.2,,No,No,No
3249,Overcast,3.9,-4.4,55,9.3,0,16.1,29.8,,No,No,No
4742,Overcast,12.2,-1.1,40,0,0,16.1,29.9,,No,No,No
8241,Clear,-2.8,-12.8,47,11.1,300,12.9,30,,No,No,No
28,Clear,26.7,20.6,69,5.6,0,12.9,29.7,,No,No,No
5899,Clear,16.7,3.3,41,,0,16.1,30.2,,No,No,No
5614,Partly_Cloudy,25.6,15,52,0,0,16.1,29.8,,No,No,No
771,Clear,2.2,-6.7,52,5.6,0,14.5,30.3,,No,No,No
4293,Haze,29.4,21.7,63,13,260,9.7,29.7,,No,No,No
6197,Clear,3.9,-7.8,43,7.4,0,16.1,30,,No,No,No
6737,Unknown,9,-3,43,,0,,,,No,No,No
36,Unknown,16.1,7.8,58,14.8,310,16.1,29.9,,No,No,No
7067,Snow,0.6,-1.1,89,9.3,0,0.8,30.1,3,Y,No,Y
5051,Scattered_Clouds,19.4,10,54,0,0,16.1,30,,No,No,No
2310,Partly_Cloudy,14.4,12.2,87,,0,16.1,29.8,0.3,No,No,No
4254,Clear,21.7,15,66,5.6,0,16.1,30.1,,No,No,No
69,Clear,10.6,-1.1,44,18.5,230,16.1,29.6,,No,No,No
4440,Overcast,-0.6,-4.4,76,0,0,16.1,29.7,,No,No,No
3909,Clear,-17.8,-28.3,41,11.1,0,16.1,30.5,,No,No,No
7520,Clear,23,12,50,13,260,16.1,30.1,,No,No,No
5557,Unknown,14.4,3.3,47,7.4,0,,30.1,,No,No,No
7369,Overcast,5.6,3.3,85,13,250,12.9,30,,No,No,No
3009,Partly_Cloudy,8.3,0,56,11.1,300,16.1,30,,No,No,No
8175,Clear,-1.1,-13.9,38,16.7,310,16.1,30.4,,No,No,No
5928,Overcast,8.9,1.1,58,13,270,16.1,29.3,,No,No,No
6324,Overcast,10,6.7,80,13,70,12.9,29.8,,No,No,No
6135,Haze,23.9,18.3,71,5.6,0,9.7,30,,No,No,No
3060,Clear,20,10.6,55,20.4,60,16.1,30.3,,No,No,No
3273,Clear,10,-5,35,9.3,0,16.1,30.1,,No,No,No
5895,Light_Rain,3.3,1.7,89,24.1,80,2.8,30,0.3,No,Y,No
7637,Clear,0,-11.7,42,7.4,300,16.1,30.4,,No,No,No
6366,Overcast,11.1,-0.6,45,7.4,0,16.1,30.1,,No,No,No
3277,Overcast,5,-6.7,43,9.3,260,16.1,29.8,,No,No,No
5718,Light_Snow,-1,-3,86,7.4,0,4,30.1,0.5,No,No,Y
4889,Overcast,9.4,-2.2,44,0,0,16.1,30.1,,No,No,No
5193,Overcast,1.1,-0.6,89,13,60,3.2,30.2,0,No,No,No
1406,Clear,0.6,-13.9,34,0,0,16.1,30.4,,No,No,No
4400,Clear,10.6,6.1,74,13,190,16.1,29.4,,No,No,No
6361,Unknown,19.4,8.3,49,0,0,16.1,29.9,,No,No,No
957,Overcast,13.3,11.1,87,7.4,50,11.3,29.9,1,No,No,No
3565,Overcast,25.6,20,71,9.3,300,16.1,29.8,,No,No,No
965,Overcast,4.4,-14.4,25,11.1,50,16.1,30.1,,No,No,No
2285,Clear,2.8,-5.6,54,18.5,230,16.1,30,,No,No,No
263,Clear,22.8,16.1,66,7.4,0,14.5,30.1,,No,No,No
3018,Partly_Cloudy,23.9,20,79,11.1,0,16.1,29.9,,No,No,No
6410,Scattered_Clouds,22.8,18.9,79,11.1,0,11.3,30,,No,No,No
2028,Overcast,9.4,7.2,86,13,70,16.1,29.8,0.8,No,No,No
343,Mostly_Cloudy,6.7,-6.1,40,,0,16.1,30.2,,No,No,No
1781,Light_Rain,15,7.2,60,5.6,0,12.9,30,0,No,Y,No
1509,Clear,21.7,13.9,61,5.6,0,16.1,30.2,,No,No,No
3972,Clear,27.2,13.9,44,11.1,0,16.1,30,,No,No,No
1201,Clear,3.3,-13.3,29,14.8,40,16.1,30.1,,No,No,No
858,Clear,20,12.8,63,5.6,0,16.1,30.1,,No,No,No
8416,Overcast,19.4,18.3,93,11.1,160,3.2,29.8,,No,No,No
1432,Overcast,0,-9.4,50,9.3,0,16.1,30.1,,No,No,No
2083,Partly_Cloudy,1.7,-7.8,50,14.8,60,16.1,29.9,,No,No,No
7550,Clear,21.7,14.4,63,5.6,0,16.1,30.1,,No,No,No
3724,Unknown,19,-4,21,,0,,,,No,No,No
7567,Clear,21.7,-2.2,20,11.1,280,16.1,29.9,,No,No,No
2572,Overcast,7.8,-2.2,50,18.5,290,16.1,29.9,,No,No,No
8091,Partly_Cloudy,19.4,17.8,90,11.1,0,8,29.7,,No,No,No
522,Overcast,12.8,0.6,43,18.5,290,16.1,29.6,,No,No,No
7339,Scattered_Clouds,2.2,-12.8,33,18.5,50,16.1,30.1,,No,No,No
3927,Partly_Cloudy,12.8,3.9,55,,0,16.1,29.4,,No,No,No
6427,Clear,19.4,15,76,11.1,50,16.1,30.2,,No,No,No
5133,Overcast,3.9,-3.9,57,13,310,16.1,30,,No,No,No
7231,Overcast,25.6,16.1,56,7.4,0,14.5,30.2,,No,No,No
7378,Unknown,14,1.3,42,,0,,,,No,No,No
1971,Overcast,13.3,9.4,77,9.3,70,16.1,29.9,,No,No,No
6027,Haze,16.7,13.3,80,7.4,250,8,30,,No,No,No
2327,Rain,5,3.3,89,16.7,70,2.8,29.9,0,No,Y,No
3421,Partly_Cloudy,21.7,10,47,14.8,320,16.1,29.8,,No,No,No
3846,Partly_Cloudy,4.4,-4.4,53,13,90,16.1,30.1,,No,No,No
6915,Clear,23.3,10.6,45,7.4,0,16.1,29.9,,No,No,No
5493,Clear,5.6,-8.3,37,13,290,16.1,29.7,,No,No,No
518,Light_Snow,-0.6,-3.9,79,9.3,70,2,30.1,0,No,No,Y
4437,Overcast,13.3,7.2,67,9.3,0,16.1,30.3,,No,No,No
4338,Clear,14.4,2.2,44,7.4,310,16.1,30.2,,No,No,No
2161,Clear,30,18.9,51,11.1,0,14.5,29.8,,No,No,No
4160,Heavy_Rain,18.9,17.8,93,7.4,0,0.8,29.6,10.4,Y,Y,No
2957,Clear,0,-12.2,40,13,300,16.1,29.8,,No,No,No
8320,Overcast,12.2,8.3,77,16.7,170,14.5,30,,No,No,No
2545,Clear,16.7,3.3,41,9.3,240,16.1,30.2,,No,No,No
1688,Clear,21.7,15.6,68,0,0,16.1,30.1,,No,No,No
6724,Clear,26.7,20.6,69,5.6,0,12.9,29.7,,No,No,No
8433,Scattered_Clouds,17.8,6.1,46,7.4,0,16.1,29.9,,No,No,No
6781,Overcast,20,6.1,40,9.3,0,16.1,30.1,,No,No,No
7034,Overcast,4.4,2.8,89,16.7,80,2.4,29.9,0.3,No,No,No
5064,Clear,21.7,16.1,70,9.3,290,12.9,29.7,,No,No,No
3367,Overcast,19.4,3.3,34,0,0,16.1,30.1,,No,No,No
5820,Clear,3.9,-2.8,62,7.4,250,16.1,30.2,,No,No,No
4264,Overcast,19.4,3.3,34,0,0,16.1,30.1,,No,No,No
6017,Light_Rain,11.7,9.4,86,14.8,70,4.8,29.7,1,No,Y,No
3417,Overcast,10,8.9,93,5.6,0,9.7,29.8,,No,No,No
3539,Overcast,8.9,2.8,66,9.3,180,16.1,29.7,,No,No,No
6158,Light_Rain,10.6,8.9,89,27.8,170,2,29.8,2.5,No,Y,No
8077,Clear,15,9.4,69,0,0,14.5,30.2,,No,No,No
8164,Overcast,8.9,3.9,71,7.4,0,16.1,30.2,,No,No,No
7134,Rain,6.1,4.4,89,13,80,2.8,29.8,2.5,No,Y,No
1410,Haze,15,10.6,75,5.6,260,9.7,29.9,,No,No,No
3513,Clear,12.8,6.1,64,5.6,310,16.1,29.8,,No,No,No
